conversation_root_id,customer_text,apple_reply_text
2273947,"Dear @115858, get your sh!t together. There is no reason I️ should pop up instead of the letter, forcing me to type “eye” instead.",@661410 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
2273962,@115858 when are you guys gonna fix this 🤬 I️ 👈🏽👈🏽👈🏽,@661416 We want to help. Which version of iOS do you have installed on your device? You'll see this in Settings &gt; General &gt; About.
2274027,When is @2315 going to be updated so it fits properly on the @115858 iPhone X? It appears way too big and you can’t see the items at the top of the screen.,@661436 Thanks for bringing this to our attention. You can reach out directly to the app developer to let them know more about the changes you’d like to see implemented in their particular app. This link has more details: https://t.co/sftWFAeeME
2276277,@AppleSupport And it continues... @115858 do something https://t.co/Af0jjfqI3Y,@662051 Have you had the chance to update your iOS to the latest version?
2276657,@AppleSupport Yes updated,"@641917 Perfect, thank you for letting us know. Did this resolve the issue for you?"
2277625,"my phone is at 19% and was at 68% when i went for my break 33 minutes ago, alright @115858 sort it tf out","@662335 We’re glad to help out. It seems like there may be a little going on in the background. Have you had a chance to check out the article below? It has great tips and tricks to get the most out of your battery.
https://t.co/TpjqFp3jxD"
2277638,@AppleSupport Iphone7. It happened after the release of the update (still on ios11). I updated to fix and the problems persisted. The camera &amp; phone work intermittently. Video is on a loop - camera resets. FaceTime &amp; Phone calls won’t connect.,@662336 We definitely want to take a look into the issues you're experiencing since updating to iOS 11. Could you tell us which device these issues are occurring on to begin?
2277689,@AppleSupport So here's the update. Any wired headphones having sound/call control wouldn't work in increasing/decreasing volume or take calls. While any Bluetooth headset would work fine letting me use all the control.,"@662345 That's very helpful information, thank you! Next, we'd like to verify some support options for your device. Please send us a DM and let us know which country you're located in. https://t.co/GDrqU22YpT"
2277978,@115948 @115858 @AppleSupport   Why isn’t my phone working. I’ve been trying to upload ONE SONG to a playlist for the past two hours and it’s still loading and won’t let me. It’s getting kinda annoying at this point.,@662408 We're here for you!  Which device and iOS version are you using?  Is this Apple Music or just from your iTunes library?
2278729,@AppleSupport why is my wifi on all the time?! I don’t want to use WiFi. And my internet is slow! Wtf this is a brand new phone.,@662551 We want to help out. Does this article help with Wi-Fi on iOS 11? https://t.co/G7BHuQnDS6
2278858,For instance @115858 when are you gunna fix my fuckin I button I️ refuse to change it in my shortcuts it shouldn’t come down to this,"@662582 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2279153,"@AppleSupport All my emails including gmail were asking for password, and when I provide the correct password, the pop up screen went blank.",@662641 We'll do all we can to assist. Who are the providers for your email accounts? Are they POP or IMAP? Have you done any troubleshooting on your own? We ask that question so we don't ask you to repeat steps?
2280335,Can @115858 fix this damn glitch?!,"@662902 We're happy to help. Please tell us your device model, the iOS version installed and details of the issue you're experiencing. We're delighted to help get things sorted out."
2280541,"@AppleSupport I ain't livin' that long, yall need to fix that https://t.co/XvydHYqir8","@662947 Hello. Check out this link for help with a disabled iPhone:
https://t.co/F1QfwW1u1N"
2280919,@AppleSupport My Apple Music app wont play any of my songs!,@663035 We're here to help. What happens when you try to play a song? Are you getting an error message. Let us know to continue.
2282663,"Are there major @118936 issues at @115858 ?? Techs overwhelmed, chats spinning waiting.... what’s going on??",@663443 We'd like to look into any issues you're having. Please DM us more about what's happening. https://t.co/GDrqU22YpT
2283111,Oh so my i still broke. Ok @115858,"@663543 Thanks for reaching out. Are you currently updated to iOS 11.1.1? If so, let us know where you're still seeing the issue and we'll take it from there, in DM https://t.co/GDrqU22YpT"
2283124,@115858 HOW DARE YOU?!?!? https://t.co/u6NWNRuNQV,@663547 We'd like to look into this with you. Was the album purchased through iTunes or downloaded through Apple Music?
2283807,"Hey @AppleSupport, are you phasing out old Apple TV's? All of the sudden NOTHING shows up?! A little crappy for a Friday night. #help https://t.co/kCJDiraJCv",@364015 We want to make sure you get to the right place for help working through this issue. Let's have you reach out to our Apple TV experts for further assistance. You can contact them here: https://t.co/IBIY3vMgPj
2283815,@115858 @AppleSupport eye am tired of substituting eye with other words because this is what eye looks like I️,@663695 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
2283829,@116333 very Bad experience  from apple..  Even not got any kind of reply to my email from a ceo of a company. It shoes that they don't care about customer relation just beacse they are a big brand.,"@663702 We do care about your experience and want to work with you to see what's going on. To start, send us a DM and tell us what happened using the link below: https://t.co/GDrqU22YpT"
2284651,@115858 WHEN THE FUCK ARE YOU GOING TO FIX THE “I️”,"@663913 We've recently released iOS 11.1.1, which includes a fix for autocorrect issues. Let's create a backup and update your iPhone, following the steps here: https://t.co/80YRnjDFDk"
2284699,"@AppleSupport Just updated iOS, i believe that issue is fixed. Thank you for your prompt response","@663932 Please tell us which issue you are seeing. We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2285157,@AppleSupport offloading half of my apps was the worst thing you could do 😡,"@166747 We certainly understand your concern, and we're here to help. Check out this article for help with what to do if your payment information is declined: https://t.co/U96y4MTG7k"
2285161,@AppleSupport why can't I see what apps are using data? https://t.co/jUZ2XzXZsi,"@664042 Let’s work together to figure out why your apps aren’t appearing in your cellular settings. Which device and iOS version are you using? Check Settings &gt; General &gt; About to find out. Also, be sure to restart, as restarting can help to resolve unexpected behaviors."
2285202,"@AppleSupport Updated to iOS 11.1.1 on an iPhone 8. Since then, phone is completely unresponsive. Can't open any apps, can't force restart it, can't turn it off. Only thing I can do is unlock it.",@664055 We'd like to help get your iPhone up and running again. Try the steps listed here: https://t.co/8MvHMFZ83h Let us know if the issue persists.
2285605,@115858 @AppleSupport There are many problems on my MacBook Pro. Customer service unable to help. What should I do ? 😑😑😑,@664167 We'd like to see how we can help. DM us and we'll continue with you there. https://t.co/GDrqU22YpT
2285875,"@115858 I don't need or want bluetooth coming on by itself, damnit!",@664238 Thanks for reaching out.  Let us know if this helps with the issue you're seeing: https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT
2286262,The “I” thing is good now but my music control on my lock screen is now not working. What the hell @115858,"@664342 Let's get to the bottom of the situation. When it's not working on the lock screen, are you able to use things in Control Center? Is iOS 11.1.1 installed? That can be checked in Settings &gt; General &gt; About."
2286478,We gonna fix this glitch or what @115858,@664379 We're always happy to help. What type of issue are you having?
2286706,@115858 I’m too poor right now to buy a new phone pls stop messin with my music,@664423  Hello there. Could you let us know what's specifically going on with your music; what's the device model being used to listen to your tunes?
2286724,"@AppleSupport New Version, Iphone 6 plus, CPO from a warranty exchange","@664427 Thanks for reaching out to us today. We know how important your battery life is, so we'd be happy to look into what's going on. To start, can you let us know which iPhone and version of iOS 11 you're using?"
2286923,"Getting frustrated with @115858 my phone screen just decided to stop working. Did a reset and now only 300 of my 6,000 photos are showing up....but why?",@664474 Photos help tell the story of our lives. We have a team of experts who will be the best source of help. Please reach out to them here: https://t.co/IBIY3vMgPj
2287267,@AppleSupport I lost my I pod and can't find it,@387633 Let's look into this for you. This page may be able to provide some guidance: https://t.co/OoTfWcvYWI
2287384,@AppleSupport @115858 😒😒😒 updated to ios 11.1.1 + now my battery is draining faster than ever #help,"@664584 We can help. Have you seen our page here that helps to maximize battery life: https://t.co/EOu8EIfQ3u go ahead and try any applicable info/steps from there, if you haven't already, and test things out afterwards. Let us know the results in DM. https://t.co/GDrqU22YpT"
2287891,Dear @115858 your new update makes me want to back my car over my iPhone! This crap with the text changing to symbols is stupid annoying! #iphoneupdatesucks,"@664712 That's not what we want to have happening with updating iOS on your iPhone, but we may have a fix for what you are seeing. Are you getting an A? symbol with a box when you type an I?"
2288304,"@115858 when’s the next iphone update, my phone is literally so shitty because of ios 11",@664808 We're here to help. Send us a DM with more details about what you are experiencing with your device. https://t.co/GDrqU22YpT
2288318,@AppleSupport just got the newest update 11.1.1 and my camera shakes uncontrollably from the main lense/will not focus ... front camera is fine. Please fix,"@664812 We've got you covered. Does the camera shake or having difficulty focusing when recording video as well? Also, which model iPhone are you using?"
2288435,@AppleSupport How can I change the podcast app to show episodes sequentially and do they play back to back? #ios11update,"@664850 Hey, we can provide some more information. Send us a DM and we'll work together from there. https://t.co/GDrqU22YpT"
2288624,Yo @115858 what is the deal with the autocorrect on the letter I️ ? I️ thought you’d have this fixed by now...,"@664902 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6
Questions? DM us. https://t.co/GDrqU22YpT"
2291530,@AppleSupport Everything is good now thanks for your help,@665530 You're most welcome.
2293122,@115858 picked up X today. Beautiful!  Horrible store experience....just horrible!,@665914 That's not what we like to hear. Please click here to coin us in DM and provide us with the details. https://t.co/GDrqU22YpT
2294097,"I️ saw Hasan Minaj on the street in the East Village and told him I️ loved his work.  He told me “I️ love you, too!” which made my week. https://t.co/67YZ45ZH2V","@666168 OS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
2294643,@AppleSupport I’ve had to reset my phone back to factory settings 3 times cause it was stuck in reboot (this month). How can I stop this?,"@666306 We know how important it is to be able to rely on your iPhone, and we want to help. Which software version are you using? Also, when you've restored your iPhone, did you set it up as new or from a backup?"
2294679,I️ swear @115858 used this last update to fuck with our devices to force us to have to buy new ones... first my iPad can no longer connect to WiFi &amp; now my phone drops calls constantly🙄 #AppleUpdate,"@647239 We want you to be able to use your devices after updating. In DM, please let us know which software version you're using on each one, and we'll be happy to help. https://t.co/GDrqU22YpT"
2295258,@AppleSupport why does #donotdisturb not work???,@666474 We'll be happy to see if we can't help find out why it's not. What exactly are you experiencing?
2295902,"Has anyone else on #iOS11 noticed that whatever WiFi network you select, it keeps defaulting to the first one you connected to during setup?@AppleSupport",@385361 We'd like to take a look into this issue together to get it resolved. Which device are you using that has this trouble occurring? Have you updated to iOS 11.1.1?
2296178,"@AppleSupport  after updating to IOS 11.1.1 Personal hotspot its not working. Page just flickers 😡
Its not my phone, since it was just replaced","@666675 We know Personal Hotspot makes it simple to share your cellular internet, and we want to help. Please send us a DM and tell us which country you're in, and we'll find a way to help. https://t.co/GDrqU22YpT"
2296892,"@116333 as much as I love my new iPhone X, i just like to inform you that the new iOS update is making my phone lag for some odd reason. I hope you guys resolve this issue soon. Thank you!",@666820 We'd like to help with your new iPhone. Send us a DM with more information on what's going on to get started. https://t.co/GDrqU22YpT
2297284,@115858 I’m really pissed off that I spent $1700 on a fucking laptop and now the WiFi won’t work because of the latest OS update. Fix this.,"@519160 You have come to the right place. We're eager to help with your Mac's connectivity. Please tell us more about what's happening with Wi-Fi. Are you unable to turn it on, is the Mac not finding any available networks or something else?"
2298036,"Can anyone tell me why I just deleted 6 GB worth of photos and videos off my iPhone 6S, and somehow have the exact same amount of storage used after restarting my phone?",@532900 We'll help. Check your Recently Deleted album in the Photos app. That hangs on to deleted photos for 30 days in case you need them back. Delete from there and you should see the space appear.
2298084,@115858  i just wanna know why my phone is dying while plugged into a charger 🙃 please and thank you,"@667105 Thank you for reaching out to us. We're here to help. To start, are you using an Apple-branded charger? Is it connected to a wall outlet?"
2298087,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ @AppleSupport,"@667106 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
2299384,@AppleSupport when tf are y’all gonna fix that issue with the letter “I️” because I’m tired of looking stupid when I️ post 😭😠,@667410 Thank you for reaching out to us. We'd like to gather more information from you. Can you provide us with the iOS version your device is running on? https://t.co/GDrqU22YpT
2299397,@AppleSupport ugh this High Sierra install has been a complete pain in the %#^* I wish you’d warned us of all the things that wouldn’t work as a result 😡,"@400013 We want to make sure that High Sierra is working as seamlessly as possible. In order to do so, we'd like a few more details of the issue. Please meet us in DM with specific of the issue, and we'd be happy to help! https://t.co/GDrqU22YpT"
2299847,.@AppleSupport The new iphone updates keep making my phone freeze or stall. 🙁,@431445 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
2299864,Terrible keyboard lag on iPhone X which I didn’t expect with such a fast processor. @AppleSupport any ideas? https://t.co/BN6zbFqeNv,@667520 We'll do all we can to help out with this. Have you already updated to iOS 11.1.1?
2300145,"Hey, @115858 @AppleSupport are you guys trying to use my phone without permission. Check out below. Happening repeatedly since last night’s #IOS11 update. https://t.co/KPdKskCnJL","@667590 Let's take a look into this together. Meet up with us in DM, and we'll team up and get working on some solutions for you. https://t.co/GDrqU22YpT"
2300391,@AppleSupport why is “I️” replaced with “?” ?!?!,"@667666 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/ui8Itz8ESg"
2300395,@AppleSupport Im using Iphone SE that is already updated with the latest version. I have the phone in silence mode but in vibration mode also. So whenever someone calls me or I get a notification on instagram it should just vibrate.  But instead starts ringing when someone calls me -,@667667 We want to help get your phone working the way it should. Let's continue in DM. https://t.co/GDrqU22YpT
2300912,@AppleSupport is there a reason when I updated my phone that my whole entire Apple Music download list has been wiped from my phone? I just lost a TON of my music,@667796 We’d be glad to help with this. Can you start by confirming if you are using iCloud Music Library? You can learn more about this here and start with these basic steps: https://t.co/eMSjstcQ7e
2301170,@AppleSupport what’s the point of having another update if this one is a piece of shit !!! I️ can’t even have full sentence without a fuck box popping up for I️ 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,"@667869 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2301745,"@AppleSupport asking for a serial number on the ""password reset"" help option is not helpful when you need to be able to access your phone to get the serial number.","@667997 No worries, there are other ways you can find both your serial number and IMEI! Check out our page here: https://t.co/YY64eEMYwP"
2302112,"@AppleSupport Hello teamApple, order number W421888395, I need to talk urgently about delivering this order nearby, ur phone is not dialin",@668084 Our Sales Support team can help. Try reaching them with the 800 number found here:  https://t.co/8yjRd1Xo0i
2302714,Woah @AppleSupport my phone was on 19% on my lunch at 2 o’clock put it down on low power mode just lifted it up again on my break and it’s on 10% even though it hasn’t been touched since 2 o’clock?,@668208 We want to help with the battery issues you're experiencing. Join us in DM with additional details to get started: https://t.co/GDrqU22YpT
2303398,@AppleSupport Really Apple you canceled three of my ordered including one for a iPhone X,@668374 Let's get you in touch with our sales experts for help with your order status. Reach out here: https://t.co/8yjRd1Xo0i
2304011,Ever since this new iPhone came out all my apps have just suddenly started crashing out of nowhere like @AppleSupport hellooo??,@668523 We want to help you get the stable experience you expect from your iPhone. Send us a DM and tell us which version of iOS you're using. You can find that in Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
2304022,There are no words to describe how annoyed I️ am with how @115858 decided to change the WiFi enabling and disabling method.,"@125740 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2304052,"I️ am pretty sure this iPhone 11.1 update screwed up my phone, very disappointed in this latest update @115858 🤧","@668535 We'd like to help any way we can. What's your model and to make sure, is iOS 11.1.1 the version installed?

What's happening with it currently and have you tried any steps already? We wouldn't want to repeat any you've tried."
2304279,"Also why do I️ have the stupid I️ bug?! I️ haven’t updated it, brand new phone and it just started doing it! Wtf @115858",@668593 You're in the right place for help! A resolution for the auto-correct issue has been provided in our most recent update. We do recommend updating the iOS to resolve this issue. Those steps can be found here: https://t.co/80YRnjDFDk
2304580,@AppleSupport battery life on iPhone 7 after the update to iOS 11.1.1 sucks big time :/,"@668664 We can get to the bottom of this together. It's good to see that your iPhone is up to date, do you have any app updates available? To check, open the App Store and tap ""Updates""."
2304644,So apparently it’s not this either bc there’s more than enough balance and I’m annoyed bc I still can’t update. @115858 why https://t.co/8AuSDf35os,@668681 We're here to help. Let's try the steps listed in this support article: https://t.co/U96y4MTG7k
2305115,It really sucks that my sister's IPhone has been messing up. It turns off whenever it feels like it and it starts to delete pictures out of no where. Her alarm doesn't even work and she has to use a Samsung tablet. She even tried to update it and it doesn't even let her. @115858,"@668803 We'd love to help your sister get everything figured out. Have her reach out to us. Or, if you have her iPhone we can get started."
2305134,@AppleSupport WHY DOES MY IPHONE 7 KEEP FREEZING 🤦🏻‍♂️,@668808 We can take a look into this for you. When did you first encounter this issue?
2305504,This is popping up here now.. ridic @AppleSupport https://t.co/vALnQPm4FC,"@668894 We want to help you. If you haven’t yet, please back up your device and update it to the latest version iOS 11.1.1. For more info about this update, check out: https://t.co/xXaXeeSRt9"
2305972,@AppleSupport Same case I’ve had on it since I bought it two years ago. And front facing camera is the only way I can get it to stop. Nothing extra on the phone,"@669014 We'll do everything we can to help. Is there a case or screen protector on the iPhone? Are any external lenses being used with magnetic mounts? Does this happen with both the main rear-facing camera and with the front-facing (""selfie"") camera?"
2307029,Just wondering when @115858 is going to fix this “I” problem that auto changes to I️,"@669267 Thanks for reaching out, we've released a new update that should have fixed that issue. Have you already downloaded and installed iOS 11.1.1? Let us know in DM. https://t.co/GDrqU22YpT"
2307511,"@115858 Autocorrect needs attention! I am never ever trying to type ""Thy"" when I type ""th"". Never. Ever. Fix it! I want the atheist version.","@669378 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2307514,Why am I still seeing question marks is a box 🤬@115858,"@669379 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
2307564,"Hey @AppleSupport, your update for High Sierra ... 👍🏻 Black Screen, Folder with an interrogation point, nothing to do.. well, I can’t work today and tomorrow. Thank you! #apple #update #issue",@669394 We'd like to help you get this resolved. Let's start by trying to boot the computer in safe mode: https://t.co/PQ4LSYhUTY DM us if this doesn't work. https://t.co/GDrqU22YpT
2307575,@AppleSupport Please I need to know if anyone else have battery draining issues after upgraded to ios 11. I bought my iphone 8 and i dont know if the problem is the phone or ios...,@669398 We'd like to look into this with you. DM us details of the battery issues you're having with your iPhone 8 and we'll work with you on resolving the issues you're having. https://t.co/GDrqU22YpT
2307959,@AppleSupport Hi version 10.2. Trying to do it wirelessly. Don't have a laptop! :(.,@669478 Let's see what we can do about that. Check out this article that helps with updating wirelessly and let us know what you discover: https://t.co/Ui1yTnOCUz
2308014,@115858 please fix this “a ? Box” shit cuz it’s ugly to look at,@669491 Thanks for reaching out. We recently released iOS 11.1.1 that may have fixed the issue. Have you already updated? Please reply in DM. https://t.co/GDrqU2kzhr
2311354,"@AppleSupport Hello, Do you have a store in Riyadh, Saudi Arabia, where is its location?","@668806 We appear to have several Apple Authorized Service Providers, https://t.co/18JCQVHsfk can help find those for your product."
2312112,@AppleSupport can you guys help to restore my iPhone to put a new account on it?,@670526 We certainly can help you. Follow the steps here to get your device restored to factory settings: https://t.co/swvuDDNFQT  DM us if you are unsuccessful: https://t.co/GDrqU22YpT
2313951,@AppleSupport @115858 You guys this is strange. Got a solution in the pipe or what? https://t.co/Y2bJtX1Nfe,"@670996 We'd be happy to help. What version is your device on? If you are not on 11.1.1, back up your device and go ahead and update to resolve this issue. If you are already on 11.1.1, send us a DM. https://t.co/GDrqU22YpT"
2321195,@AppleSupport so i just updated my phone to 11.0.3 Now i cant adjust my display brightness. Its automatic. I dont want it to self adjust.,"@347023 We've got your back. Check out ""About brightness levels"" here: https://t.co/bkqEVCrK2l Let us know if that helps."
2321412,"ok @115858 we are tired of see the stupid question mark box when someone types ""I"" fix it","@671344 Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, have you updated your device to 11.1.1? You can update your device by following  these steps: https://t.co/80YRnjDFDk"
2321433,Yo ask me if I️ did anything remotely productive this weekend.,@672717 Hi there. We’ve recently released an update which addresses this issue. Don’t forget to create a backup of your device before you update: https://t.co/xXaXeeSRt9
2321861,Apple Music takes forever to open - guys please remove me off iOS 11 take me back to 10 this is not working?? @115858 https://t.co/1mW4ls0pk8,@454790 We'd love to assist you with this issue. Join us in DM. We'll take it from there: https://t.co/GDrqU22YpT
2321931,"@AppleSupport All good. Finally got it to work! Nothing really happened, just the usual, gotta replace an $80 charger before the year is up. I’ve got so much holiday shopping to do, a third MacBook charger is not on that list anymore!!! Woo hoo! https://t.co/EVqVc5n33v",@672841 We want to help. Would you tell us more about what happened in DM? https://t.co/GDrqU22YpT
2324533,does anyone else’s phone freeze up after the recent update from @115858 ?,@493254 We'd like to help. Which iOS did you update to? Tap Settings &gt; General &gt; About
2324555,Why the search tool on iOS 11 doesn’t find apps by name if they’re partially written? @AppleSupport,@673400 It should be able to update in real-time. Try going to Settings &gt; Siri &amp; Search to see if Suggestions in Search is turned on.
2333311,"@AppleSupport Iphone 7 after upgrade to 11.0.3 wifi is getting auto started after someone on it own ..
Can anyone respond soon",@548668 We can check into your Wi-Fi issue together. Are you turning off Wi-Fi from within Settings?
2335845,@AppleSupport Is an update coming that’s going to make my phone work the way it did before the iOS 11 update? I had a perfectly good phone until that update and now it’s slow and the battery is constantly dying.,@675858 We'd be happy to look into the issues you're experiencing. Please DM us. https://t.co/GDrqU22YpT
2341677,@AppleSupport Here is what i got from last update!! https://t.co/bmzFMtNa9P,@641430 We're here to help. What is the current state of the iPhone? Are you only seeing the Apple logo on startup?
2341690,como que eu faço se depois de instalar o macOS High Sierra o meu Mac tá me mandando restaurar o macOS só que meu macintosh tá bloqueado????? @AppleSupport SOS @115858,"@677350 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2341721,.@115858 is anyone reporting alarm clock problems on 6s? If not I am mine randomly doesn't go off or it's late.,@677359 We'd like to help. Can you tell us which version of software you're using and when this issue began?
2341728,Anyone else agree that a perfectly-working iPhone starts bugging out hard when @115858 releases a new phone??... coincidence? I think not.. #ConspiracyTheory #Dodgerama #TimeToUpgrade #Again #Everytime📱☄️💥🧐🧐🧐🧐,@677361 We'd like to be sure your iPhone is working normally. Can you tell us more about the issues you're having? DM us with more details when you have time. https://t.co/GDrqU22YpT
2342895,@115858 @118936 @AppleSupport @90990 I’ve been charged twice after amending my subscription email how do I get refunded?,@286322 Thanks for reaching out. You can contact our iTunes Store team for assistance here: https://t.co/SDIe7UiyJN
2343657,@AppleSupport Why does my WIFI keep turning on by itself?,"@677814 Thanks for reaching out. To turn off the Wi-Fi feature of your iPhone, go to Settings &gt; Wi-Fi in iOS 11. Toggling from the Control Center only disconnects from the current source. You can learn more here: https://t.co/G7BHuQnDS6"
2343670,@115858 how much will it cost me for a new battery for iPhone 6?!! This stupid phone dies even when it's on 90% !,@677817 We're glad to look into this with you. DM us using the link below. We'll work from there.
2343734,Wtf @AppleSupport some of my most frequently used contacts got deleted in the update? Whyyyyy,"@677836 We understand how important your contacts are, and we're here to help. Send us a DM with your current iOS version and we'll take a closer look at this issue together there. https://t.co/GDrqU22YpT"
2345994,"dear @115858, on iOS 11 I still have to google ""where is the list of my subscriptions"" to find them.","@678366 We’re glad you reached out! This article will explain how to view, change, or cancel your subscriptions on an iOS device: https://t.co/YKDbvueXrq"
2347649,"Who ever you are ..
FUCK OF YEAH
I wasn’t involved in a car crash in the past few months, I was on a motorbike you wanker, how can I block numbers like this? Someone help a dude out! 
@AppleSupport | @284537 https://t.co/1ULhPHfl6S",@678704 We can help with how to block unwanted callers. Check out this article for more information: https://t.co/rYxZGDk3Lz
2349329,@AppleSupport I’m having trouble sending a link to someone via Messenges. Tried several times and it keeps sending it as unclickable text. Any suggestions?,"@679098 Let's figure this out. Does this only happen with a specific site, or all sites? Are you copying and pasting the link or sharing it from the browser?"
2349341,so am I the only one who updated their phone and the battery now doesn’t last even 2 hours?!!! @115858 is really testing me,"@679100 Having reliable battery life is important. We can take a look into this together. First, can you tell us the exact iOS version currently installed on your iPhone?"
2352193,@AppleSupport my mom's phone is acting up. What should we do here? https://t.co/3xXFN3uToj,"@679760 We want to help with this issue. If you turn off Wi-Fi and try verifying using cellular data, does this help? If not, restart your iPhone and try again. DM us what iOS you're on if the issue continues. https://t.co/GDrqU22YpT"
2353624,I use to be able to control my @1016 app from the lock screen. Now I can’t. The. Sucks @115858 is there a work around?,"@680089 Let's look into this issue together. Which iOS version is listed here: Settings &gt; General &gt; About &gt; Version? Also, do you have the ability to control other audio (such as music) from the Lock screen?"
2353670,@AppleSupport my brand new phone went down 10% in 10 min... is that normal,@556498 We'd be happy to help. Here's a few tips to help maximize your battery life: https://t.co/bivpdfBNJ6
2355018,"@AppleSupport give us a way to go back to 10.3 IOS 11 has ruined my battery life, each update makes it worse! I’m blind, depend on my phone!","@389172 We're here to help and will do all we can to work towards a resolution. To help guide us through troubleshooting, may we get the exact iOS version currently running on the iPhone?"
2355151,@115858 FIX THIS GLITCH OH MY GOD,@680420 We'd be happy to help you with your Apple products. What's going on?
2355165,@AppleSupport get these “I️’s” together,"@260556 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
2355877,Last time I update software on an iPhone @115858 it’s HORRIBLE now 💩💩💩,@680601 We are here to help whenever possible. What specific issue are you having with your iPhone currently?
2356587,Just moved to iPhone X and I keep getting this error message. I have no idea which item it is referring to? @AppleSupport @115858 #iOS11 https://t.co/vzHTgRCeR7,@299962 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.  Have you recently purchased anything from iTunes or the App Store?
2358777,@AppleSupport I’m keep on having problems with my Touch ID,@681247 We'd like to help with your Touch ID. What is going on?
2358800,I have an iPhone 8 Plus. I updated my phone to iOS 11.1.1 and my phone has been freezing. I’m explaining glitches with my email and music app. Apple what’s good? @AppleSupport @115858,@681254 Thanks for reaching out to us. We'd like to help you and look into this freezing issue further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
2358812,Trust @115858 to suck the life out of my battery after this new update,"@681258 Battery life is important, and we can help. To begin, did you recently update to iOS 11.1.1? Also, how long is the battery lasting before your next charge?"
2360351,The iOS update killed my iPad and has my iPhone acting crazy... I’m NOT upgrading.  @115858 can kick rocks 😂,@681640 What kind of isues are you having? We'd love to help out.
2363175,This “I️ “ so annoying. @115858 get your crap together 😤,"@682314 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
2364541,@AppleSupport just got the newest update 11.1.1 and i have black screen when i want to use camera !,"@682671 We're happy to help. Does this occur within other apps that use the camera, or just the Camera app itself?"
2366195,"@AppleSupport macOS High Sierra makes my MacPro 2013 crash every time it sleeps when display turns off. My settings are set NOT to take power naps or hardrives to sleep, and ""prevent computer from sleeping automatically..."" is checked too. I have to force the power button off...","@683069 Thanks for reaching out to us! Have you tried an SMC reset to see if it corrects this? Here's how: https://t.co/FYojVXHuwn
Let us know what happens!"
2366238,Within the past 24hrs my phone had deleted all my texts and photos!! Hey @115858 I literally hate you rn!!!! I'm not ready to buy a new phone you assholes I don't want the 8 or the 10!!!!!!!,@683073 Do you have a recent backup in iCloud or iTunes of the device?  Were any changes made to the device prior to this happening? We can help out.
2367724,@AppleSupport having issues with music purchased on iTunes it will not show up on my iPod in any playlists,@683370 We've responded to your DM. Please join us there.
2367857,"@AppleSupport 
Hello, there is serious problem in iOS 11.1 and iOS 11.1.1
hundreds, maybe thousands of iPhones in our region are restarting by itself and stuck on apple logo
we have to restore it with recovery or back to iOS 11.0.3 to fix it
please take it seriously and solve it",@683400 We'd be happy to assist. We know how important it is to be able to rely on your iPhone. Can you DM us the iPhone model you are using and what country you are in? https://t.co/GDrqU22YpT
